outcome,deck1,deck2,level_1,level_2,hitpoint_1,elixir_1,hitpoint_2,elixir_2
True,"['Dart Goblin', 'Knight', 'Bats', 'Arrows', 'Valkyrie', 'The Log', 'Goblin Barrel', 'Wizard']","['The Log', 'Rocket', 'Inferno Tower', 'Ice Spirit', 'Goblin Gang', 'Knight', 'Princess', 'Goblin Barrel']","[9, 12, 11, 10, 8, 3, 8, 10]","[3, 7, 8, 9, 10, 10, 2, 6]","[216.0, 1832.0, 81.0, 0.0, 1504.0, 0.0, 152.0, 656.0]",25.0,"[0.0, 0.0, 1320.0, 190.0, 265.0, 1519.0, 0.0, 126.0]",26.0
False,"['Dart Goblin', 'Knight', 'Bats', 'Arrows', 'Valkyrie', 'The Log', 'Goblin Barrel', 'Wizard']","['Goblin Hut', 'Giant Snowball', 'Spear Goblins', 'Arrows', 'Rage', 'Inferno Tower', 'Minion Horde', 'Giant Skeleton']","[9, 12, 11, 10, 8, 3, 8, 10]","[10, 10, 11, 12, 6, 9, 12, 7]","[216.0, 1832.0, 81.0, 0.0, 1504.0, 0.0, 152.0, 656.0]",25.0,"[1418.0, 0.0, 133.0, 0.0, 0.0, 1452.0, 252.0, 2310.0]",30.0
True,"['Knight', 'Dart Goblin', 'Witch', 'Wizard', 'The Log', 'Valkyrie', 'Inferno Dragon', 'Goblin Barrel']","['Executioner', 'Night Witch', 'Skeleton Army', 'Clone', 'Golem', 'Lumberjack', 'Arrows', 'Goblin Barrel']","[12, 9, 7, 10, 3, 8, 3, 8]","[6, 3, 6, 6, 6, 2, 11, 5]","[1832.0, 216.0, 576.0, 656.0, 0.0, 1504.0, 0.0, 152.0]",29.0,"[722.0, 0.0, 51.0, 0.0, 3200.0, 0.0, 0.0, 115.0]",33.0
False,"['Knight', 'Dart Goblin', 'Witch', 'Wizard', 'The Log', 'Valkyrie', 'Inferno Dragon', 'Goblin Barrel']","['Witch', 'Mini P.E.K.K.A', 'Goblin Barrel', 'Skeleton Army', 'Arrows', 'Valkyrie', 'Elite Barbarians', 'Wizard']","[12, 9, 7, 10, 3, 8, 3, 8]","[7, 8, 6, 5, 11, 9, 11, 9]","[1832.0, 216.0, 576.0, 656.0, 0.0, 1504.0, 0.0, 152.0]",29.0,"[576.0, 1027.0, 126.0, 0.0, 0.0, 1654.0, 1172.0, 598.0]",33.0
False,"['Knight', 'Dart Goblin', 'Witch', 'Wizard', 'The Log', 'Valkyrie', 'Inferno Dragon', 'Goblin Barrel']","['Goblin Cage', 'Bats', 'Valkyrie', 'The Log', 'Fireball', 'Dark Prince', 'Inferno Tower', 'Arrows']","[12, 9, 7, 10, 3, 8, 3, 8]","[9, 11, 8, 4, 8, 7, 8, 10]","[1832.0, 216.0, 576.0, 656.0, 0.0, 1504.0, 0.0, 152.0]",29.0,"[800.0, 81.0, 1504.0, 0.0, 520.0, 165.0, 1320.0, 0.0]",28.0
True,"['Knight', 'Dart Goblin', 'Witch', 'Wizard', 'The Log', 'Valkyrie', 'Inferno Dragon', 'Goblin Barrel']","['Bats', 'Goblin Gang', 'Inferno Dragon', 'Mega Knight', 'Miner', 'Skeleton Barrel', 'Spear Goblins', 'Zap']","[12, 9, 7, 10, 3, 8, 3, 8]","[11, 9, 2, 3, 2, 9, 10, 11]","[1832.0, 216.0, 576.0, 656.0, 0.0, 1504.0, 0.0, 152.0]",29.0,"[81.0, 240.0, 0.0, 0.0, 0.0, 636.0, 121.0, 0.0]",26.0
False,"['Knight', 'Dart Goblin', 'Witch', 'Wizard', 'The Log', 'Valkyrie', 'Inferno Dragon', 'Goblin Barrel']","['The Log', 'Mini P.E.K.K.A', 'Valkyrie', 'Goblin Barrel', 'Mega Knight', 'Wall Breakers', 'Dart Goblin', 'Wizard']","[12, 9, 7, 10, 3, 8, 3, 8]","[4, 8, 8, 6, 4, 6, 9, 10]","[1832.0, 216.0, 576.0, 656.0, 0.0, 1504.0, 0.0, 152.0]",29.0,"[0.0, 1027.0, 1504.0, 126.0, 0.0, 207.0, 216.0, 656.0]",30.0
True,"['Knight', 'Dart Goblin', 'Witch', 'Wizard', 'The Log', 'Valkyrie', 'Inferno Dragon', 'Goblin Barrel']","['Mega Knight', 'Princess', 'Electro Wizard', 'Bandit', 'Magic Archer', 'Goblin Barrel', 'Royal Ghost', 'Ram Rider']","[12, 9, 7, 10, 3, 8, 3, 8]","[4, 3, 3, 2, 3, 8, 3, 3]","[1832.0, 216.0, 576.0, 656.0, 0.0, 1504.0, 0.0, 152.0]",29.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 152.0, 0.0, 0.0]",32.0
True,"['Knight', 'Dart Goblin', 'Witch', 'Wizard', 'The Log', 'Valkyrie', 'Inferno Dragon', 'Goblin Barrel']","['Lumberjack', 'Hog Rider', 'Zap', 'Princess', 'Goblin Gang', 'Witch', 'Electro Wizard', 'Mega Knight']","[12, 9, 7, 10, 3, 8, 3, 8]","[2, 8, 12, 3, 10, 6, 2, 3]","[1832.0, 216.0, 576.0, 656.0, 0.0, 1504.0, 0.0, 152.0]",29.0,"[0.0, 1280.0, 0.0, 0.0, 265.0, 524.0, 0.0, 0.0]",32.0
False,"['Knight', 'Dart Goblin', 'Witch', 'Wizard', 'The Log', 'Valkyrie', 'Inferno Dragon', 'Goblin Barrel']","['Baby Dragon', 'Guards', 'Skeleton Army', 'Valkyrie', 'Royal Hogs', 'Goblin Gang', 'Arrows', 'Goblin Barrel']","[12, 9, 7, 10, 3, 8, 3, 8]","[9, 8, 9, 11, 11, 14, 14, 8]","[1832.0, 216.0, 576.0, 656.0, 0.0, 1504.0, 0.0, 152.0]",29.0,"[1064.0, 181.0, 67.0, 1992.0, 837.0, 384.0, 0.0, 152.0]",28.0
True,"['Knight', 'Dart Goblin', 'Witch', 'Wizard', 'The Log', 'Valkyrie', 'Inferno Dragon', 'Goblin Barrel']","['Inferno Tower', 'Electro Wizard', 'Fireball', 'Skeleton Army', 'Magic Archer', 'Hog Rider', 'Goblin Gang', 'Goblin Barrel']","[12, 9, 7, 10, 3, 8, 3, 8]","[9, 4, 8, 6, 3, 10, 13, 7]","[1832.0, 216.0, 576.0, 656.0, 0.0, 1504.0, 0.0, 152.0]",29.0,"[1452.0, 0.0, 520.0, 51.0, 0.0, 1544.0, 351.0, 139.0]",30.0
True,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Baby Dragon', 'Royal Ghost', 'Skeleton Army', 'Mega Knight', 'Goblin Barrel', 'Fireball', 'Valkyrie', 'Dart Goblin']","[12, 10, 8, 9, 11, 5, 10, 10]","[6, 3, 7, 4, 7, 8, 11, 10]","[1832.0, 656.0, 2541.0, 0.0, 81.0, 0.0, 438.0, 1814.0]",28.0,"[800.0, 0.0, 56.0, 0.0, 139.0, 520.0, 1992.0, 237.0]",31.0
True,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Arrows', 'Freeze', 'Bomber', 'Tombstone', 'Goblin Barrel', 'Wizard', 'Skeleton Army', 'Hog Rider']","[12, 10, 8, 9, 11, 5, 10, 10]","[10, 5, 12, 8, 7, 9, 6, 8]","[1832.0, 656.0, 2541.0, 0.0, 81.0, 0.0, 438.0, 1814.0]",28.0,"[0.0, 0.0, 528.0, 384.0, 139.0, 598.0, 51.0, 1280.0]",28.0
True,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Dart Goblin', 'Goblins', 'Knight', 'Wall Breakers', 'Princess', 'Ram Rider', 'Mega Knight', 'Valkyrie']","[12, 10, 8, 9, 11, 5, 10, 10]","[9, 11, 12, 4, 3, 3, 2, 8]","[1832.0, 656.0, 2541.0, 0.0, 81.0, 0.0, 438.0, 1814.0]",28.0,"[216.0, 202.0, 1832.0, 0.0, 0.0, 0.0, 0.0, 1504.0]",29.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Sparky', 'Dart Goblin', 'Arrows', 'Mini P.E.K.K.A', 'Minion Horde', 'P.E.K.K.A', 'Hog Rider', 'Mega Knight']","[12, 10, 8, 9, 11, 5, 10, 10]","[4, 10, 12, 8, 12, 7, 8, 4]","[1832.0, 656.0, 2541.0, 0.0, 81.0, 0.0, 438.0, 1814.0]",28.0,"[0.0, 237.0, 0.0, 1027.0, 252.0, 2585.0, 1280.0, 0.0]",39.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Skeleton Army', 'Princess', 'P.E.K.K.A', 'Inferno Dragon', 'Hog Rider', 'Goblin Barrel', 'Valkyrie', 'Arrows']","[12, 10, 8, 9, 11, 5, 10, 10]","[7, 4, 8, 3, 8, 7, 11, 12]","[1832.0, 656.0, 2541.0, 0.0, 81.0, 0.0, 438.0, 1814.0]",28.0,"[56.0, 0.0, 2843.0, 0.0, 1280.0, 139.0, 1992.0, 0.0]",31.0
True,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Bats', 'Tesla', 'Valkyrie', 'Giant Skeleton', 'Wizard', 'Bandit', 'The Log', 'Arrows']","[12, 10, 8, 9, 11, 5, 10, 10]","[12, 12, 9, 5, 9, 3, 2, 12]","[1832.0, 656.0, 2541.0, 0.0, 81.0, 0.0, 438.0, 1814.0]",28.0,"[89.0, 1264.0, 1654.0, 0.0, 598.0, 0.0, 0.0, 0.0]",29.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Mini P.E.K.K.A', 'Sparky', 'Dart Goblin', 'Witch', 'Mega Knight', 'Mirror', 'Wizard', 'Freeze']","[12, 10, 7, 9, 10, 5, 10, 10]","[10, 2, 9, 6, 3, 6, 8, 5]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[1239.0, 0.0, 216.0, 524.0, 0.0, 0.0, 544.0, 0.0]",34.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Musketeer', 'The Log', 'Hog Rider', 'Valkyrie', 'Skeletons', 'Tesla', 'Ice Spirit', 'Zap']","[12, 10, 7, 9, 10, 5, 10, 10]","[10, 3, 10, 9, 10, 11, 11, 12]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[656.0, 0.0, 1544.0, 1654.0, 74.0, 1152.0, 230.0, 0.0]",22.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Skeleton Army', 'Wizard', 'Skeleton Barrel', 'Lightning', 'Zappies', 'Magic Archer', 'Mega Knight', 'Arrows']","[12, 10, 7, 9, 10, 5, 10, 10]","[5, 8, 11, 6, 9, 3, 4, 10]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[0.0, 544.0, 768.0, 0.0, 440.0, 0.0, 0.0, 0.0]",35.0
True,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Inferno Dragon', 'Prince', 'Valkyrie', 'Bandit', 'Arrows', 'Princess', 'The Log', 'Mega Knight']","[12, 10, 7, 9, 10, 5, 10, 10]","[2, 7, 8, 3, 10, 2, 2, 3]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[0.0, 1336.0, 1504.0, 0.0, 0.0, 0.0, 0.0, 0.0]",31.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Knight', 'Earthquake', 'Fireball', 'Inferno Tower', 'Miner', 'Wall Breakers', 'Dart Goblin', 'Valkyrie']","[12, 10, 7, 9, 10, 5, 10, 10]","[13, 7, 8, 9, 2, 5, 9, 8]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[2014.0, 153.0, 520.0, 1452.0, 0.0, 0.0, 216.0, 1504.0]",27.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Executioner', 'Skeleton Army', 'Golem', 'Tornado', 'Goblins', 'Night Witch', 'Balloon', 'Spear Goblins']","[12, 10, 7, 9, 10, 5, 10, 10]","[6, 6, 6, 6, 12, 3, 6, 10]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[722.0, 51.0, 3200.0, 0.0, 221.0, 0.0, 1050.0, 121.0]",32.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Knight', 'Musketeer', 'Skeleton Army', 'The Log', 'Miner', 'Valkyrie', 'Cannon', 'Wall Breakers']","[12, 10, 7, 9, 10, 5, 10, 10]","[11, 8, 5, 2, 3, 8, 10, 6]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[1669.0, 544.0, 0.0, 0.0, 0.0, 1504.0, 815.0, 207.0]",24.0
True,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['The Log', 'Skeleton Army', 'Fireball', 'Ram Rider', 'Inferno Dragon', 'Magic Archer', 'Mini P.E.K.K.A', 'Mega Knight']","[12, 10, 7, 9, 10, 5, 10, 10]","[3, 6, 7, 3, 3, 2, 9, 3]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[0.0, 51.0, 474.0, 0.0, 0.0, 0.0, 1129.0, 0.0]",33.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Cannon', 'Balloon', 'Arrows', 'Mega Knight', 'Poison', 'Mirror', 'Executioner', 'Barbarians']","[12, 10, 7, 9, 10, 5, 10, 10]","[12, 7, 14, 5, 9, 8, 7, 13]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[983.0, 1155.0, 0.0, 0.0, 600.0, 0.0, 794.0, 809.0]",32.0
True,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Mega Knight', 'Mirror', 'Arrows', 'Inferno Dragon', 'Dart Goblin', 'Wizard', 'Skeleton Army', 'Princess']","[12, 10, 7, 9, 10, 5, 10, 10]","[6, 7, 13, 4, 10, 11, 7, 4]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[0.0, 0.0, 0.0, 0.0, 237.0, 720.0, 56.0, 0.0]",28.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['The Log', 'Hog Rider', 'Ice Golem', 'Ice Spirit', 'Skeletons', 'Cannon', 'Archers', 'Musketeer']","[12, 10, 7, 9, 10, 5, 10, 10]","[3, 8, 7, 11, 10, 11, 12, 8]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[0.0, 1280.0, 824.0, 230.0, 74.0, 896.0, 334.0, 544.0]",20.0
False,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Knight', 'Electro Wizard', 'Ice Spirit', 'Musketeer', 'Dark Prince', 'Tombstone', 'Mega Knight', 'The Log']","[12, 10, 7, 9, 10, 5, 10, 10]","[14, 4, 13, 10, 9, 9, 3, 5]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[2210.0, 0.0, 278.0, 656.0, 199.0, 422.0, 0.0, 0.0]",28.0
True,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Magic Archer', 'Baby Dragon', 'Skeleton Army', 'Ram Rider', 'Arrows', 'Mega Knight', 'Lumberjack', 'The Log']","[12, 10, 7, 9, 10, 5, 10, 10]","[5, 8, 8, 4, 12, 4, 4, 4]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[0.0, 968.0, 61.0, 0.0, 0.0, 0.0, 0.0, 0.0]",32.0
True,"['Knight', 'Wizard', 'Giant Skeleton', 'Zap', 'Bats', 'Miner', 'Bomber', 'Valkyrie']","['Goblin Barrel', 'Freeze', 'Minions', 'Arrows', 'Skeleton Army', 'Balloon', 'Musketeer', 'Wizard']","[12, 10, 7, 9, 10, 5, 10, 10]","[7, 6, 12, 11, 7, 9, 8, 10]","[1832.0, 656.0, 2310.0, 0.0, 74.0, 0.0, 438.0, 1814.0]",28.0,"[139.0, 72.0, 252.0, 0.0, 56.0, 1396.0, 544.0, 656.0]",30.0
True,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Goblin Barrel', 'Executioner', 'Inferno Dragon', 'Skeleton Army', 'Wizard', 'Dark Prince', 'Mega Knight', 'Rage']","[7, 10, 5, 7, 9, 9, 5, 13]","[5, 7, 3, 6, 10, 7, 4, 6]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[115.0, 794.0, 0.0, 51.0, 656.0, 165.0, 0.0, 0.0]",33.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Spear Goblins', 'Goblin Barrel', 'Baby Dragon', 'Knight', 'Valkyrie', 'P.E.K.K.A', 'Mini P.E.K.K.A', 'Wizard']","[7, 10, 5, 7, 9, 9, 5, 13]","[11, 7, 7, 11, 9, 7, 8, 9]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[133.0, 139.0, 880.0, 1669.0, 1654.0, 2585.0, 1027.0, 598.0]",32.0
True,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['P.E.K.K.A', 'Electro Wizard', 'Archers', 'Valkyrie', 'Fireball', 'Tesla', 'Barbarian Barrel', 'Miner']","[7, 10, 5, 7, 9, 9, 5, 13]","[5, 2, 10, 8, 8, 9, 5, 3]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[0.0, 0.0, 277.0, 1504.0, 520.0, 954.0, 0.0, 0.0]",31.0
True,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Dart Goblin', 'Giant Skeleton', 'The Log', 'Archers', 'Ram Rider', 'Valkyrie', 'Mini P.E.K.K.A', 'Rage']","[7, 10, 5, 7, 9, 9, 5, 13]","[9, 6, 2, 10, 2, 8, 8, 3]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[216.0, 2100.0, 0.0, 277.0, 0.0, 1504.0, 1027.0, 0.0]",29.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Mega Knight', 'Witch', 'Elite Barbarians', 'Princess', 'Elixir Golem', 'Fireball', 'Minions', 'Inferno Tower']","[7, 10, 5, 7, 9, 9, 5, 13]","[3, 7, 11, 3, 7, 7, 11, 7]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[0.0, 576.0, 1172.0, 0.0, 1168.0, 474.0, 230.0, 1204.0]",36.0
True,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Bats', 'Lightning', 'Goblin Hut', 'Princess', 'Poison', 'Mega Knight', 'Wizard', 'Golem']","[7, 10, 5, 7, 9, 9, 5, 13]","[10, 5, 8, 2, 5, 3, 8, 6]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[74.0, 0.0, 1176.0, 0.0, 0.0, 0.0, 544.0, 3200.0]",40.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Witch', 'Wizard', 'Valkyrie', 'Mini P.E.K.K.A', 'Goblin Barrel', 'Hog Rider', 'Mega Knight', 'Bats']","[7, 10, 5, 7, 9, 9, 5, 13]","[7, 9, 9, 9, 5, 8, 6, 11]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[576.0, 598.0, 1654.0, 1129.0, 115.0, 1280.0, 0.0, 81.0]",34.0
True,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Inferno Tower', 'Wizard', 'Mini P.E.K.K.A', 'Arrows', 'Mega Knight', 'Skeleton Army', 'Lightning', 'Skeleton Barrel']","[7, 10, 5, 7, 9, 9, 5, 13]","[8, 8, 8, 10, 2, 6, 5, 11]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[1320.0, 544.0, 1027.0, 0.0, 0.0, 51.0, 0.0, 768.0]",36.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Wizard', 'The Log', 'Bomber', 'Hog Rider', 'Rocket', 'P.E.K.K.A', 'Skeleton Army', 'Minions']","[7, 10, 5, 7, 9, 9, 5, 13]","[8, 3, 11, 8, 8, 7, 5, 10]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[544.0, 0.0, 481.0, 1280.0, 0.0, 2585.0, 0.0, 209.0]",33.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Goblin Barrel', 'Prince', 'The Log', 'Bats', 'Princess', 'Inferno Dragon', 'Skeleton Army', 'Electro Wizard']","[7, 10, 5, 7, 9, 9, 5, 13]","[8, 7, 3, 14, 4, 2, 5, 4]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[152.0, 1336.0, 0.0, 108.0, 0.0, 0.0, 0.0, 0.0]",26.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['P.E.K.K.A', 'Furnace', 'Ice Golem', 'Ice Spirit', 'Fireball', 'Executioner', 'Cannon', 'The Log']","[7, 10, 5, 7, 9, 9, 5, 13]","[7, 9, 8, 10, 8, 5, 12, 3]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[2585.0, 1003.0, 904.0, 209.0, 520.0, 0.0, 983.0, 0.0]",28.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Giant Skeleton', 'Dark Prince', 'Mega Knight', 'Arrows', 'Fireball', 'Goblin Gang', 'Skeleton Army', 'Minion Horde']","[7, 10, 5, 7, 9, 9, 5, 13]","[4, 7, 4, 11, 9, 10, 6, 11]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[0.0, 165.0, 0.0, 0.0, 572.0, 265.0, 51.0, 230.0]",35.0
True,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Lumberjack', 'The Log', 'Arrows', 'Electro Wizard', 'Mini P.E.K.K.A', 'Bomber', 'Musketeer', 'Wizard']","[7, 10, 5, 7, 9, 9, 5, 13]","[3, 2, 12, 3, 9, 12, 8, 9]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[0.0, 0.0, 0.0, 0.0, 1129.0, 528.0, 544.0, 598.0]",29.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Cannon', 'Arrows', 'Mega Knight', 'Goblin Barrel', 'Dart Goblin', 'The Log', 'Dark Prince', 'Inferno Dragon']","[7, 10, 5, 7, 9, 9, 5, 13]","[11, 10, 4, 7, 9, 2, 5, 3]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[896.0, 0.0, 0.0, 139.0, 216.0, 0.0, 0.0, 0.0]",29.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['P.E.K.K.A', 'The Log', 'Rage', 'Goblin Hut', 'Clone', 'Skeleton Army', 'Prince', 'Wizard']","[7, 10, 5, 7, 9, 9, 5, 13]","[7, 2, 6, 9, 3, 5, 5, 10]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[2585.0, 0.0, 0.0, 1293.0, 0.0, 0.0, 0.0, 656.0]",32.0
True,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Ram Rider', 'Dart Goblin', 'Archers', 'Bowler', 'Arrows', 'Skeletons', 'Ice Spirit', 'Wizard']","[7, 10, 5, 7, 9, 9, 5, 13]","[4, 9, 11, 6, 10, 10, 11, 12]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[0.0, 216.0, 304.0, 1200.0, 0.0, 74.0, 230.0, 792.0]",26.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Valkyrie', 'Balloon', 'Inferno Dragon', 'Mega Knight', 'Wizard', 'Witch', 'Rage', 'Mini P.E.K.K.A']","[7, 10, 5, 7, 9, 9, 5, 13]","[8, 6, 3, 3, 9, 7, 3, 8]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[1504.0, 1050.0, 0.0, 0.0, 598.0, 576.0, 0.0, 1027.0]",36.0
True,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Witch', 'Mega Knight', 'Goblin Gang', 'The Log', 'Wall Breakers', 'Valkyrie', 'Tesla', 'Inferno Dragon']","[7, 10, 5, 7, 9, 9, 5, 13]","[7, 3, 10, 3, 6, 8, 10, 3]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[576.0, 0.0, 265.0, 0.0, 207.0, 1504.0, 1048.0, 0.0]",31.0
False,"['Skeleton Army', 'Valkyrie', 'Rage', 'Balloon', 'Fireball', 'Rocket', 'Mega Knight', 'Minion Horde']","['Wizard', 'Goblin Gang', 'Zap', 'Arrows', 'Inferno Tower', 'Dart Goblin', 'Lumberjack', 'Goblin Barrel']","[7, 10, 5, 7, 9, 9, 5, 13]","[9, 9, 11, 11, 9, 9, 3, 9]","[56.0, 1814.0, 0.0, 1155.0, 572.0, 0.0, 0.0, 278.0]",36.0,"[598.0, 240.0, 0.0, 0.0, 1452.0, 216.0, 0.0, 167.0]",28.0
