type,gameMode,crowns1,startingTrophies2,crowns2,deck1,deck2,avg_cards_level_1,avg_cards_level_2,avg_cards_level_diff,crowns_won,2_won
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5272.0,3,"['Rage', 'The Log', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Electro Wizard', 'Electro Giant', 'Magic Archer', 'Wizard', 'Minion Horde', 'Mega Knight', 'Sparky', 'Clone']",11.625,11.625,0.0,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5145.0,3,"['Golem', 'Rage', 'Valkyrie', 'Witch', 'Poison', 'The Log', 'Flying Machine', 'Bomb Tower']","['Mega Knight', 'Wizard', 'Mother Witch', 'Arrows', 'Prince', 'Inferno Dragon', 'Skeleton Army', 'Rage']",10.5,11.0,0.5,3,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,5200.0,3,"['Golem', 'Rage', 'Valkyrie', 'Witch', 'Poison', 'The Log', 'Flying Machine', 'Bomb Tower']","['Witch', 'Princess', 'Bats', 'Lightning', 'Mirror', 'Baby Dragon', 'Elixir Golem', 'Firecracker']",10.5,12.625,2.125,2,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,5124.0,0,"['Golem', 'Rage', 'Valkyrie', 'Witch', 'Poison', 'The Log', 'Flying Machine', 'Bomb Tower']","['Valkyrie', 'Wizard', 'Guards', 'Fireball', 'P.E.K.K.A', 'Bats', 'The Log', 'Battle Ram']",10.5,10.125,-0.375,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",0,5163.0,1,"['Lumberjack', 'Wizard', 'Valkyrie', 'Balloon', 'Electro Wizard', 'Inferno Tower', 'Fireball', 'Witch']","['Executioner', 'Ice Spirit', 'Rage', 'Mega Knight', 'Goblin Barrel', 'Tesla', 'Skeletons', 'Poison']",11.125,11.75,0.625,1,1
PvP,"{'id': 72000006, 'name': 'Ladder'}",3,5029.0,0,"['Bomber', 'Skeleton Army', 'Mini P.E.K.K.A', 'Prince', 'Skeletons', 'Princess', 'Dark Prince', 'Mega Knight']","['The Log', 'Goblin Barrel', 'Princess', 'Knight', 'Electro Wizard', 'Fireball', 'Inferno Tower', 'Hog Rider']",10.625,11.0,0.375,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,5356.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Barbarian Barrel', 'Spear Goblins', 'Prince', 'Dark Prince', 'Mega Knight', 'Musketeer', 'Arrows', 'Mirror']",11.75,12.0,0.25,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5307.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Witch', 'Mega Knight', 'Balloon', 'Inferno Dragon', 'Freeze', 'Dark Prince', 'Tombstone', 'The Log']",11.75,11.375,-0.375,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5265.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['The Log', 'Electro Wizard', 'Witch', 'Skeletons', 'Fireball', 'Hog Rider', 'Mini P.E.K.K.A', 'Inferno Tower']",11.75,11.125,-0.625,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5294.0,2,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Freeze', 'Princess', 'Mini P.E.K.K.A', 'Knight', 'Baby Dragon', 'Goblin Barrel', 'Witch', 'Prince']",11.75,12.0,0.25,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,5258.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Mega Knight', 'Royal Giant', 'Goblin Cage', 'Lumberjack', 'Guards', 'The Log', 'Mega Minion', 'Zap']",11.75,11.75,0.0,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5214.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Arrows', 'Electro Wizard', 'Mega Knight', 'Zap', 'Skeleton Army', 'Magic Archer', 'Hog Rider', 'Mini P.E.K.K.A']",11.75,10.875,-0.875,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,5215.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Goblin Barrel', 'Witch', 'Wizard', 'The Log', 'Mega Knight', 'Zap', 'P.E.K.K.A', 'Hog Rider']",11.75,11.625,-0.125,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5237.0,3,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Clone', 'Witch', 'Bats', 'Zap', 'Goblin Gang', 'Mega Knight', 'Lumberjack', 'Night Witch']",11.75,11.625,-0.125,2,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5193.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Bats', 'Mega Knight', 'Barbarian Barrel', 'The Log', 'Princess', 'Tesla', 'Goblin Barrel', 'Knight']",11.75,10.75,-1.0,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5199.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Balloon', 'Bats', 'Fisherman', 'Giant Skeleton', 'Hunter', 'Miner', 'Fire Spirit', 'Zap']",11.75,11.25,-0.5,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5143.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['The Log', 'Wizard', 'Balloon', 'Bats', 'Princess', 'Valkyrie', 'Skeleton Army', 'Mega Knight']",11.75,11.25,-0.5,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5121.0,0,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Rage', 'Balloon', 'Wizard', 'Valkyrie', 'Rocket', 'Witch', 'Sparky', 'Inferno Tower']",11.75,12.375,0.625,-1,0
PvP,"{'id': 72000006, 'name': 'Ladder'}",1,5175.0,0,"['Bandit', 'Wall Breakers', 'Valkyrie', 'Tesla', 'Giant Snowball', 'Bats', 'Skeleton Barrel', 'Skeleton Army']","['Skeleton Army', 'Ram Rider', 'Wizard', 'Mega Knight', 'Baby Dragon', 'Valkyrie', 'Fireball', 'Witch']",11.125,10.625,-0.5,-1,0
PvP,"{'id': 72000006, 'name': 'Ladder'}",3,5158.0,0,"['Bandit', 'Wall Breakers', 'Valkyrie', 'Tesla', 'Giant Snowball', 'Bats', 'Skeleton Barrel', 'Skeleton Army']","['Prince', 'Ice Wizard', 'Inferno Tower', 'Bandit', 'Magic Archer', 'Tornado', 'Guards', 'Bowler']",11.125,11.375,0.25,-3,0
PvP,"{'id': 72000006, 'name': 'Ladder'}",3,5142.0,0,"['Bandit', 'Wall Breakers', 'Valkyrie', 'Tesla', 'Giant Snowball', 'Bats', 'Skeleton Barrel', 'Skeleton Army']","['Fire Spirit', 'Arrows', 'Furnace', 'Rage', 'Wizard', 'Giant', 'Minion Horde', 'Mirror']",11.125,9.0,-2.125,-3,0
PvP,"{'id': 72000006, 'name': 'Ladder'}",2,5110.0,0,"['Bandit', 'Wall Breakers', 'Valkyrie', 'Tesla', 'Giant Snowball', 'Bats', 'Skeleton Barrel', 'Skeleton Army']","['Princess', 'Goblin Gang', 'Goblin Barrel', 'Valkyrie', 'Inferno Tower', 'Rocket', 'The Log', 'Ice Spirit']",11.125,10.75,-0.375,-2,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5038.0,3,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Fireball', 'Valkyrie', 'Skeleton Army', 'Baby Dragon', 'Goblin Barrel', 'Wizard', 'The Log', 'Mini P.E.K.K.A']",10.0,10.875,0.875,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5030.0,3,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Mega Knight', 'Magic Archer', 'Valkyrie', 'Electro Wizard', 'Electro Giant', 'Ice Wizard', 'Fireball', 'Rage']",10.0,10.125,0.125,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,5029.0,0,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['P.E.K.K.A', 'Skeleton Army', 'Valkyrie', 'Dark Prince', 'Wizard', 'Prince', 'Musketeer', 'Arrows']",10.0,10.5,0.5,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5070.0,0,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['The Log', 'Electro Wizard', 'Baby Dragon', 'Mini P.E.K.K.A', 'Lumberjack', 'Inferno Tower', 'Ice Wizard', 'Witch']",10.0,10.25,0.25,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,5000.0,1,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Valkyrie', 'Hog Rider', 'Skeleton Army', 'Wizard', 'The Log', 'Goblin Barrel', 'Electro Wizard', 'Ice Spirit']",10.0,10.875,0.875,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5038.0,1,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Skeleton Army', 'Princess', 'Electro Wizard', 'Arrows', 'Valkyrie', 'P.E.K.K.A', 'Inferno Tower', 'Wizard']",10.0,11.0,1.0,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5037.0,1,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Mega Knight', 'Skeleton Army', 'Prince', 'Witch', 'Valkyrie', 'Arrows', 'Balloon', 'Wizard']",10.0,11.375,1.375,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,5034.0,1,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Prince', 'Inferno Tower', 'Rage', 'Mega Knight', 'Sparky', 'Zap', 'Dart Goblin', 'Ram Rider']",10.0,11.25,1.25,-2,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5000.0,0,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Electro Giant', 'Cannon', 'The Log', 'Skeletons', 'Barbarian Barrel', 'Ice Spirit', 'Archers', 'Phoenix']",10.0,9.5,-0.5,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5015.0,1,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Wizard', 'Baby Dragon', 'Mega Knight', 'Barbarians', 'Goblin Barrel', 'Bomber', 'Witch', 'Giant Skeleton']",10.0,11.0,1.0,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5075.0,1,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['P.E.K.K.A', 'Bats', 'Executioner', 'Electro Wizard', 'Tornado', 'Knight', 'Hog Rider', 'Zap']",10.0,11.125,1.125,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,5030.0,0,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Zap', 'Tesla', 'Wizard', 'Mega Knight', 'Royal Ghost', 'The Log', 'Prince', 'Skeleton Army']",10.0,11.125,1.125,-2,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5040.0,1,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Witch', 'Skeleton Army', 'Elixir Golem', 'Firecracker', 'Rage', 'Valkyrie', 'Arrows', 'Mega Knight']",10.0,10.875,0.875,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5037.0,0,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['The Log', 'Mega Knight', 'Skeleton Army', 'Ice Spirit', 'Electro Wizard', 'Tesla', 'Mother Witch', 'Rocket']",10.0,10.375,0.375,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5037.0,1,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Witch', 'Mega Knight', 'Inferno Tower', 'Baby Dragon', 'Hog Rider', 'The Log', 'Zap', 'Electro Wizard']",10.0,11.0,1.0,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5039.0,2,"['Valkyrie', 'The Log', 'Witch', 'Arrows', 'Mini P.E.K.K.A', 'Mega Knight', 'Magic Archer', 'Guards']","['Witch', 'Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Balloon', 'Tesla', 'Lumberjack', 'Battle Ram']",10.0,11.0,1.0,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,4782.0,0,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Elite Barbarians', 'Mini P.E.K.K.A', 'Skeleton Army', 'Inferno Tower', 'Dart Goblin', 'Musketeer', 'The Log', 'Mega Knight']",10.75,10.5,-0.25,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,4752.0,0,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Executioner', 'Goblin Gang', 'Mini P.E.K.K.A', 'Tornado', 'Giant Skeleton', 'The Log', 'Spear Goblins', 'Magic Archer']",10.75,10.5,-0.25,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,4741.0,0,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Dark Prince', 'Wizard', 'The Log', 'Electro Wizard', 'Dart Goblin', 'Royal Giant', 'Hog Rider', 'P.E.K.K.A']",10.75,10.5,-0.25,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,4787.0,3,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Lumberjack', 'Valkyrie', 'Mega Knight', 'Wizard', 'Bandit', 'Wall Breakers', 'Minion Horde', 'Witch']",10.75,11.0,0.25,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,4744.0,0,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Wizard', 'Skeleton Army', 'Baby Dragon', 'Goblin Barrel', 'Valkyrie', 'Electro Giant', 'Arrows', 'Knight']",10.75,10.25,-0.5,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,4695.0,0,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Freeze', 'The Log', 'Electro Spirit', 'Elixir Collector', 'Rage', 'Elite Barbarians', 'Mirror', 'Skeletons']",10.75,9.625,-1.125,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,4719.0,1,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Skeleton Army', 'Mini P.E.K.K.A', 'Giant Skeleton', 'Arrows', 'Goblin Barrel', 'Miner', 'Witch', 'Balloon']",10.75,10.5,-0.25,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,4764.0,2,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Miner', 'Balloon', 'Mini P.E.K.K.A', 'Baby Dragon', 'Goblin Barrel', 'Wizard', 'Skeleton Army', 'Fireball']",10.75,11.125,0.375,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,4742.0,0,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['The Log', 'Baby Dragon', 'Skeleton Army', 'Arrows', 'Mini P.E.K.K.A', 'Valkyrie', 'Witch', 'Goblin Barrel']",10.5,11.0,0.5,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,4704.0,0,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Knight', 'Bomber', 'Minions', 'Lumberjack', 'Fireball', 'Hog Rider', 'Magic Archer', 'Archers']",10.5,10.125,-0.375,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,4769.0,0,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Dark Prince', 'P.E.K.K.A', 'Barbarians', 'Elite Barbarians', 'Witch', 'Baby Dragon', 'Executioner', 'The Log']",10.5,10.25,-0.25,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,4766.0,0,"['Valkyrie', 'Arrows', 'Skeleton Army', 'P.E.K.K.A', 'Electro Wizard', 'Inferno Tower', 'Wizard', 'Goblin Barrel']","['Miner', 'Goblin Barrel', 'Goblin Gang', 'Zap', 'Valkyrie', 'Baby Dragon', 'Mini P.E.K.K.A', 'Barbarian Barrel']",10.5,10.125,-0.375,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",3,4610.0,1,"['Goblin Barrel', 'Bats', 'Giant Skeleton', 'Tesla', 'Dart Goblin', 'Arrows', 'Skeleton Army', 'Sparky']","['Minion Horde', 'Royal Hogs', 'Freeze', 'Mega Knight', 'Hog Rider', 'Arrows', 'Witch', 'Wizard']",9.875,10.5,0.625,-2,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,4633.0,2,"['Dart Goblin', 'Musketeer', 'Fireball', 'Tesla', 'Arrows', 'Miner', 'Valkyrie', 'Goblin Barrel']","['Mega Knight', 'Baby Dragon', 'The Log', 'Princess', 'Rage', 'Valkyrie', 'Skeleton Army', 'Miner']",9.75,10.625,0.875,1,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",0,4667.0,1,"['Dart Goblin', 'Musketeer', 'Fireball', 'Goblin Hut', 'Arrows', 'Miner', 'Valkyrie', 'Goblin Barrel']","['Archers', 'Mega Knight', 'Wall Breakers', 'Skeleton Army', 'The Log', 'Bats', 'Witch', 'Baby Dragon']",9.875,10.625,0.75,1,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,4634.0,0,"['Dart Goblin', 'Musketeer', 'Fireball', 'Goblin Hut', 'Hog Rider', 'Miner', 'Valkyrie', 'Goblin Barrel']","['Inferno Tower', 'Goblin Barrel', 'Electro Wizard', 'Skeleton Army', 'Mega Knight', 'Minions', 'Witch', 'Barbarian Barrel']",10.0,10.125,0.125,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",0,4643.0,1,"['Dart Goblin', 'Musketeer', 'Fireball', 'Zap', 'Tombstone', 'Mega Knight', 'Valkyrie', 'Goblin Barrel']","['Musketeer', 'Barbarian Barrel', 'Wizard', 'Valkyrie', 'Baby Dragon', 'Ram Rider', 'Skeleton Army', 'Mini P.E.K.K.A']",9.75,11.125,1.375,1,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,4640.0,0,"['Dart Goblin', 'Musketeer', 'Fireball', 'Zap', 'Tombstone', 'Mega Knight', 'Valkyrie', 'Goblin Barrel']","['Musketeer', 'Archers', 'Witch', 'Dark Prince', 'Knight', 'Mega Knight', 'Rage', 'Prince']",9.75,10.0,0.25,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",2,4610.0,1,"['Dart Goblin', 'Musketeer', 'Fireball', 'Zap', 'Tombstone', 'Mega Knight', 'Valkyrie', 'Goblin Barrel']","['Cannon', 'Miner', 'Valkyrie', 'Baby Dragon', 'Fireball', 'Giant', 'Goblin Barrel', 'Mini P.E.K.K.A']",9.75,12.25,2.5,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,4624.0,2,"['Dart Goblin', 'Musketeer', 'Fireball', 'Zap', 'Tombstone', 'Mega Knight', 'Valkyrie', 'Goblin Barrel']","['Elixir Collector', 'P.E.K.K.A', 'Mega Knight', 'Witch', 'Goblin Barrel', 'Mirror', 'Hog Rider', 'Bandit']",9.75,11.0,1.25,1,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",0,4632.0,3,"['Dart Goblin', 'Musketeer', 'Fireball', 'Zap', 'Tombstone', 'Mega Knight', 'Valkyrie', 'Goblin Barrel']","['Witch', 'The Log', 'Electro Wizard', 'Goblin Barrel', 'Skeleton Army', 'Inferno Dragon', 'Archers', 'Fireball']",9.75,10.625,0.875,3,1
PvP,"{'id': 72000006, 'name': 'Ladder'}",1,4604.0,0,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Skeleton Army', 'Barbarian Barrel', 'Royal Ghost', 'Royal Delivery', 'Goblin Barrel', 'Baby Dragon', 'Valkyrie', 'Ram Rider']",9.625,9.625,0.0,-1,0
PvP,"{'id': 72000006, 'name': 'Ladder'}",1,4593.0,0,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Tombstone', 'Mega Knight', 'Wizard', 'The Log', 'Ice Spirit', 'Firecracker', 'Knight', 'Baby Dragon']",9.625,10.125,0.5,-1,0
PvP,"{'id': 72000006, 'name': 'Ladder'}",3,4512.0,0,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Lightning', 'Princess', 'Goblin Barrel', 'Dart Goblin', 'Mega Knight', 'The Log', 'Electro Spirit', 'Skeleton Army']",9.625,9.375,-0.25,-3,0
PvP,"{'id': 72000006, 'name': 'Ladder'}",3,4517.0,0,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Musketeer', 'Tombstone', 'Valkyrie', 'Rocket', 'Minions', 'Goblin Hut', 'Knight', 'Archers']",9.625,10.25,0.625,-3,0
PvP,"{'id': 72000006, 'name': 'Ladder'}",2,4490.0,1,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Witch', 'Arrows', 'Minion Horde', 'Barbarians', 'Valkyrie', 'Wizard', 'Clone', 'Mega Knight']",9.5,10.25,0.75,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",3,4440.0,1,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Wall Breakers', 'Valkyrie', 'Goblin Barrel', 'Wizard', 'The Log', 'Bats', 'Electro Wizard', 'Mega Knight']",9.5,11.0,1.5,-2,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,4495.0,2,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Ram Rider', 'Princess', 'Freeze', 'Phoenix', 'Goblin Barrel', 'Skeleton Army', 'Witch', 'Dart Goblin']",9.5,10.875,1.375,1,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",3,4462.0,0,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Dart Goblin', 'Inferno Tower', 'Dark Prince', 'Goblin Barrel', 'Witch', 'Phoenix', 'The Log', 'Ram Rider']",9.5,10.0,0.5,-3,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",2,4413.0,0,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Prince', 'Skeleton Army', 'Baby Dragon', 'Arrows', 'Goblin Barrel', 'Barbarian Barrel', 'Witch', 'Mini P.E.K.K.A']",9.5,10.0,0.5,-2,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",2,4374.0,0,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Arrows', 'Wall Breakers', 'Prince', 'Valkyrie', 'Skeleton Army', 'Bats', 'Fireball', 'Goblin Barrel']",9.5,10.5,1.0,-2,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,4334.0,0,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Miner', 'Baby Dragon', 'Skeleton Army', 'Mega Knight', 'Fireball', 'Inferno Tower', 'Wizard', 'Mini P.E.K.K.A']",9.5,11.125,1.625,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",3,4329.0,0,"['Skeletons', 'Skeleton Barrel', 'The Log', 'Valkyrie', 'Firecracker', 'Prince', 'Tesla', 'Zap']","['Mega Knight', 'Musketeer', 'Bats', 'Dark Prince', 'Spear Goblins', 'Skeletons', 'Sparky', 'Skeleton Army']",9.5,9.25,-0.25,-3,0
